date,year,month,day,dayofweek,is_weekend,season,city,region,latitude,longitude,elevation,tmin,tmax,tavg,prcp,wspd,humidity,pressure,dew_point,cloud_cover,visibility,temp_range,is_hot_day,is_cold_day,rainfall_intensity,wind_category
1/1/2000,2000,1,1,5,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,3.1,17.2,9.4,0,6,76,1018.9,4.8,0,,14.1,0,0,none,windy
1/2/2000,2000,1,2,6,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,2.9,17.4,9.3,0,6.1,77,1018.6,4.8,0,,14.499999999999998,0,0,none,windy
1/3/2000,2000,1,3,0,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,3.1,17.7,9.6,0,6.2,76,1016.8,5,0,,14.6,0,0,none,windy
1/4/2000,2000,1,4,1,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,3.4,17.6,9.6,0,5.9,75,1016.2,4.8,0,,14.200000000000001,0,0,none,windy
1/5/2000,2000,1,5,2,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,3.2,17.5,9.6,0,8,77,1017.5,5.3,0,,14.3,0,0,none,windy
1/6/2000,2000,1,6,3,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,3.3,18.1,9.9,0,8.8,74,1016.3,4.8,25,,14.8,0,0,none,windy
1/7/2000,2000,1,7,4,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,3.4,16.8,10.1,0,6.5,73,1015.5,5,70,,13.4,0,0,none,windy
1/8/2000,2000,1,8,5,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,5.8,17.6,11.3,0,6.8,75,1014.5,6.4,38,,11.8,0,0,none,windy
1/9/2000,2000,1,9,6,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,5.1,16.8,10.5,0.6,9.9,73,1013.4,5.5,16,,11.700000000000001,0,0,light,windy
1/10/2000,2000,1,10,0,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,5.8,17.2,11,0.5,10,68,1014.5,4.8,35,,11.399999999999999,0,0,light,windy
1/11/2000,2000,1,11,1,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,8.7,12,9.9,12.4,15.7,84,1016.6,7.3,99,,3.3000000000000007,0,0,heavy,windy
1/12/2000,2000,1,12,2,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,7.5,10.2,8.9,40.6,13.7,88,1011.4,7,98,,2.6999999999999993,0,0,heavy,windy
1/13/2000,2000,1,13,3,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,5.4,11.4,8.1,14.2,14.7,91,1012,6.8,87,,6,0,0,heavy,windy
1/14/2000,2000,1,14,4,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,2.9,10.7,6.9,13.2,20,81,1013.5,3.7,51,,7.799999999999999,0,0,heavy,windy
1/15/2000,2000,1,15,5,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,1.3,10.7,5.3,0.1,7.8,81,1017.4,2,29,,9.399999999999999,0,0,light,windy
1/16/2000,2000,1,16,6,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,0.4,12.9,6,0,10.4,68,1021.4,-0.1,1,,12.5,0,0,none,windy
1/17/2000,2000,1,17,0,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,1.7,14.4,7.3,0,11.9,48,1020.8,-3.4,62,,12.700000000000001,0,0,none,windy
1/18/2000,2000,1,18,1,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,3.6,16.3,9.4,0,8.9,59,1019.5,1.6,94,,12.700000000000001,0,0,none,windy
1/19/2000,2000,1,19,2,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,6.1,16.8,10.9,0,13.8,65,1015.3,4.2,15,,10.700000000000001,0,0,none,windy
1/20/2000,2000,1,20,3,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,3,16.4,9.1,0,12.4,69,1011.2,3.1,22,,13.399999999999999,0,0,none,windy
1/21/2000,2000,1,21,4,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,0.7,16.9,8.6,0.2,8.1,68,1012.6,2.1,29,,16.2,0,0,light,windy
1/22/2000,2000,1,22,5,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,6.3,16.4,10.8,0,8.4,65,1016.3,3.9,75,,10.099999999999998,0,0,none,windy
1/23/2000,2000,1,23,6,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,3.2,16.1,9.3,0,11.3,64,1016.8,2,2,,12.900000000000002,0,0,none,windy
1/24/2000,2000,1,24,0,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,2.1,15.8,8.6,0,10.8,68,1017.7,2.2,32,,13.700000000000001,0,0,none,windy
1/25/2000,2000,1,25,1,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,7.1,11.5,9,9.1,13.7,81,1019.6,5.7,99,,4.4,0,0,heavy,windy
1/26/2000,2000,1,26,2,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,6.3,13.6,9.5,2,7.1,83,1021.7,6.6,67,,7.3,0,0,light,windy
1/27/2000,2000,1,27,3,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,3.9,15.7,9.2,0,9.2,71,1020.6,3.5,5,,11.799999999999999,0,0,none,windy
1/28/2000,2000,1,28,4,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,2.5,16.3,8.8,0,14.1,58,1019.9,0.3,7,,13.8,0,0,none,windy
1/29/2000,2000,1,29,5,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,1.7,17.7,9,0,13,59,1016.9,0.6,25,,16,0,0,none,windy
1/30/2000,2000,1,30,6,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,4,19.7,11,0,8.5,65,1014.5,3.9,13,,15.7,0,0,none,windy
1/31/2000,2000,1,31,0,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,7.8,17.1,11.4,6.6,20,76,1012.4,7.1,64,,9.3,0,0,moderate,windy
2/1/2000,2000,2,1,1,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,7.3,10.6,9.2,33.1,12.1,88,1010.5,7.4,99,,3.3,0,0,heavy,windy
2/2/2000,2000,2,2,2,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,6.8,14.5,10.2,0.4,7.9,76,1016.7,5.6,85,,7.7,0,0,light,windy
2/3/2000,2000,2,3,3,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,4.7,16.5,10.1,0,9.4,64,1018.5,3.2,47,,11.8,0,0,none,windy
2/4/2000,2000,2,4,4,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,6.8,14.8,10.4,0.6,11.8,61,1013.7,2.9,98,,8,0,0,light,windy
2/5/2000,2000,2,5,5,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,5,15.4,9.7,0,11,72,1011.1,4.5,57,,10.4,0,0,none,windy
2/6/2000,2000,2,6,6,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,3.1,15.7,9.3,0,9.4,75,1016.2,4.7,11,,12.6,0,0,none,windy
2/7/2000,2000,2,7,0,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,3.1,16.4,9.4,0,8.7,69,1015.7,3.3,1,,13.299999999999999,0,0,none,windy
2/8/2000,2000,2,8,1,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,2.6,16.4,9.8,0.3,8.7,66,1014.2,3,42,,13.799999999999999,0,0,light,windy
2/9/2000,2000,2,9,2,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,5.7,11.7,8.9,9.3,11.6,77,1015.6,5,88,,5.999999999999999,0,0,heavy,windy
2/10/2000,2000,2,10,3,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,5.4,12.5,8.8,6.3,13,84,1013.3,6.2,76,,7.1,0,0,moderate,windy
2/11/2000,2000,2,11,4,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,2.1,13.4,7.3,0,7.6,72,1012.9,1.4,18,,11.3,0,0,none,windy
2/12/2000,2000,2,12,5,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,1.2,13.8,7,0.1,8.2,73,1017.1,1.7,6,,12.600000000000001,0,0,light,windy
2/13/2000,2000,2,13,6,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,1.5,15.6,7.9,0,11,66,1018,0.9,3,,14.1,0,0,none,windy
2/14/2000,2000,2,14,0,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,-0.1,17,8.3,0,11.2,59,1018.4,-0.2,13,,17.1,0,0,none,windy
2/15/2000,2000,2,15,1,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,3.4,16.4,9.7,0,12.2,61,1016.3,1.9,83,,12.999999999999998,0,0,none,windy
2/16/2000,2000,2,16,2,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,3.4,14.7,9.3,0.6,7.9,60,1014.6,1.3,35,,11.299999999999999,0,0,light,windy
2/17/2000,2000,2,17,3,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,2.7,15,8.6,0,9.2,61,1013.4,0.6,8,,12.3,0,0,none,windy
2/18/2000,2000,2,18,4,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,0.6,15,7.8,0,8.9,65,1014.7,0.6,4,,14.4,0,0,none,windy
2/19/2000,2000,2,19,5,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,1.8,15.7,8.4,0,8.4,62,1015.1,0.5,36,,13.899999999999999,0,0,none,windy
2/20/2000,2000,2,20,6,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,2.9,15.6,8.7,0.1,10.4,60,1014.5,0.3,79,,12.7,0,0,light,windy
2/21/2000,2000,2,21,0,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,0.9,15.1,8.3,0,9.8,67,1017.9,1.7,5,,14.2,0,0,none,windy
2/22/2000,2000,2,22,1,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,2.5,16.4,9.4,0,9.1,56,1018.4,0.2,8,,13.899999999999999,0,0,none,windy
2/23/2000,2000,2,23,2,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,3.5,16.5,9.4,0.1,9,55,1018.3,0,10,,13,0,0,light,windy
2/24/2000,2000,2,24,3,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,2.2,17.5,9.6,0,14.3,52,1017.4,-1.1,0,,15.3,0,0,none,windy
2/25/2000,2000,2,25,4,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,0.9,18.1,9.3,0,11.8,51,1013.7,-1.6,0,,17.200000000000003,0,0,none,windy
2/26/2000,2000,2,26,5,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,0.5,19,9.7,0,10.4,53,1012.2,-1.1,8,,18.5,0,0,none,windy
2/27/2000,2000,2,27,6,1,Winter,Islamabad,Punjab,33.6844,73.0479,540,5.2,19.7,12,0,10.4,53,1013.3,1.6,46,,14.5,0,0,none,windy
2/28/2000,2000,2,28,0,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,5.1,21.5,13.2,0,11.7,50,1014.8,2.1,32,,16.4,0,0,none,windy
2/29/2000,2000,2,29,1,0,Winter,Islamabad,Punjab,33.6844,73.0479,540,6.1,22.1,14.3,0,10.5,52,1012.4,3.6,7,,16,0,0,none,windy
3/1/2000,2000,3,1,2,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,7.1,21,13.7,0.3,10,53,1010.1,3.4,8,,13.9,0,0,light,windy
3/2/2000,2000,3,2,3,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,5.4,20.4,13,0,8.8,53,1010.1,2.5,10,,14.999999999999998,0,0,none,windy
3/3/2000,2000,3,3,4,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,7.8,21.1,14,0,10.8,51,1010.1,3.3,38,,13.3,0,0,none,windy
3/4/2000,2000,3,4,5,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,3.9,12.9,9.2,15.5,20.4,83,1007.6,6.3,71,,9,0,0,heavy,windy
3/5/2000,2000,3,5,6,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,3.6,16.5,9.6,0,10.8,71,1014.4,3.9,24,,12.9,0,0,none,windy
3/6/2000,2000,3,6,0,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,2.4,19.1,10.9,0,7.6,62,1011.1,2.7,9,,16.700000000000003,0,0,none,windy
3/7/2000,2000,3,7,1,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,4.5,19.2,12.1,0,8.2,61,1013.8,4.1,22,,14.7,0,0,none,windy
3/8/2000,2000,3,8,2,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,5.3,20.2,12.7,0,13.8,59,1014,3.7,1,,14.899999999999999,0,0,none,windy
3/9/2000,2000,3,9,3,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,5,21.1,12.8,0,13.4,54,1010.1,2.2,1,,16.1,0,0,none,windy
3/10/2000,2000,3,10,4,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,5.3,22.1,14.1,0,9.5,56,1008.2,3.9,48,,16.8,0,0,none,windy
3/11/2000,2000,3,11,5,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,9.8,22,15.1,0.8,11.9,49,1007.2,4.1,35,,12.2,0,0,light,windy
3/12/2000,2000,3,12,6,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,9.9,21.5,14.9,0.8,12.8,53,1006.8,4.8,21,,11.6,0,0,light,windy
3/13/2000,2000,3,13,0,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,6.8,21.1,14.1,0,7.5,59,1008.7,5,6,,14.3,0,0,none,windy
3/14/2000,2000,3,14,1,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,6.4,22.1,14.5,0,13,56,1013,4,5,,15.700000000000001,0,0,none,windy
3/15/2000,2000,3,15,2,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,7.6,22.9,15.4,0,14.5,46,1012.6,2.4,14,,15.299999999999999,0,0,none,windy
3/16/2000,2000,3,16,3,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,11,20.8,15.4,0.7,17.8,49,1009.8,4.5,52,,9.8,0,0,light,windy
3/17/2000,2000,3,17,4,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,9.8,22.2,15.2,3.3,15.6,51,1008.5,4.3,31,,12.399999999999999,0,0,moderate,windy
3/18/2000,2000,3,18,5,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,5.5,21,13.5,0,9.2,53,1011.5,2,4,,15.5,0,0,none,windy
3/19/2000,2000,3,19,6,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,5.9,22.2,14.3,0,13.8,42,1014.6,-0.2,0,,16.299999999999997,0,0,none,windy
3/20/2000,2000,3,20,0,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,6.1,22.9,14.9,0,10.3,43,1013,0.8,74,,16.799999999999997,0,0,none,windy
3/21/2000,2000,3,21,1,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,11.5,19.1,14.4,3,12.2,61,1013.5,6.4,96,,7.600000000000001,0,0,moderate,windy
3/22/2000,2000,3,22,2,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,10.2,19.8,14.4,0.5,11,65,1013.6,7.6,52,,9.600000000000001,0,0,light,windy
3/23/2000,2000,3,23,3,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,8.1,22.7,15.3,0,12.3,60,1014,5.8,12,,14.6,0,0,none,windy
3/24/2000,2000,3,24,4,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,8.6,24.2,16.2,0,12.4,56,1018.1,6,0,,15.6,0,0,none,windy
3/25/2000,2000,3,25,5,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,8.4,26.5,17.6,0,11.1,48,1015,4.8,21,,18.1,0,0,none,windy
3/26/2000,2000,3,26,6,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,10.4,28.5,19.5,0,12,48,1014.4,6.6,16,,18.1,0,0,none,windy
3/27/2000,2000,3,27,0,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,12.2,28.7,20.6,0,11.6,47,1013.5,7.6,84,,16.5,0,0,none,windy
3/28/2000,2000,3,28,1,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,13.4,29,20.9,0,16.4,51,1013.7,9.6,60,,15.6,0,0,none,windy
3/29/2000,2000,3,29,2,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,15.8,26.2,20.9,0,16.9,51,1013.2,10,77,,10.399999999999999,0,0,none,windy
3/30/2000,2000,3,30,3,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,15.4,26.3,20.7,0.2,18.2,60,1012.4,12.2,61,,10.9,0,0,light,windy
3/31/2000,2000,3,31,4,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,13.8,26.2,19,2.9,14.5,61,1010.9,10.9,29,,12.399999999999999,0,0,moderate,windy
4/1/2000,2000,4,1,5,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,12.6,26.6,19.5,0,14,52,1011.3,8.2,1,,14.000000000000002,0,0,none,windy
4/2/2000,2000,4,2,6,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,10.9,28,19.8,0,14.5,45,1007.8,5.6,49,,17.1,0,0,none,windy
4/3/2000,2000,4,3,0,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,10.7,29.5,20.7,0,10,41,1006.4,4.6,16,,18.8,0,0,none,windy
4/4/2000,2000,4,4,1,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,14.3,25.9,19.8,0.7,20.2,45,1007.4,7.2,32,,11.599999999999998,0,0,light,windy
4/5/2000,2000,4,5,2,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,11.9,27.5,19.7,0,12.6,39,1009.1,4,0,,15.6,0,0,none,windy
4/6/2000,2000,4,6,3,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,10.3,28.9,20.3,0,11.3,35,1007.9,1.7,38,,18.599999999999998,0,0,none,windy
4/7/2000,2000,4,7,4,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,17.3,26.5,21.4,0,22.2,31,1011.1,3,71,,9.2,0,0,none,windy
4/8/2000,2000,4,8,5,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,14.1,28.5,21.5,0,13.7,37,1011.2,5.4,10,,14.4,0,0,none,windy
4/9/2000,2000,4,9,6,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,13.1,31.3,22.7,0,13.6,33,1006.7,3.7,0,,18.200000000000003,0,0,none,windy
4/10/2000,2000,4,10,0,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,12.6,33.3,23.4,0,11.3,29,1005.3,2.4,0,,20.699999999999996,0,0,none,windy
4/11/2000,2000,4,11,1,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,13,34.5,24.3,0,11.8,33,1005.6,3.9,5,,21.5,0,0,none,windy
4/12/2000,2000,4,12,2,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,14.4,35.3,25.6,0,10,32,1005.3,4.9,33,,20.9,0,0,none,windy
4/13/2000,2000,4,13,3,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,17.8,35.2,26.2,0.5,14.1,33,1004,7.4,87,,17.400000000000002,0,0,light,windy
4/14/2000,2000,4,14,4,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,18.9,30.3,24,1.6,19.1,41,1004.1,9.4,78,,11.400000000000002,0,0,light,windy
4/15/2000,2000,4,15,5,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,15.2,31.9,23.9,0,11.5,39,1005.9,7.3,10,,16.7,0,0,none,windy
4/16/2000,2000,4,16,6,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,16.7,33.2,25.3,0,13.4,35,1007,7,20,,16.500000000000004,0,0,none,windy
4/17/2000,2000,4,17,0,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,16,34.3,26.1,0,12.7,34,1005,7.3,56,,18.299999999999997,0,0,none,windy
4/18/2000,2000,4,18,1,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,18.7,34.7,27.1,0.1,13.5,32,1005.5,7.7,71,,16.000000000000004,0,0,light,windy
4/19/2000,2000,4,19,2,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,19.1,34.8,26.8,0,15.5,36,1006,9,61,,15.699999999999996,0,0,none,windy
4/20/2000,2000,4,20,3,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,19.6,35.1,27.6,0.4,13,32,1005.1,8.3,42,,15.5,0,0,light,windy
4/21/2000,2000,4,21,4,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,20.6,35.3,27.6,1.4,16.1,33,1002.9,8.6,86,,14.699999999999996,0,0,light,windy
4/22/2000,2000,4,22,5,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,21.4,30.3,25.6,1.6,11,40,1005.7,10.4,95,,8.900000000000002,0,0,light,windy
4/23/2000,2000,4,23,6,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,18.9,32.4,26,0.3,11.8,42,1005,11,34,,13.5,0,0,light,windy
4/24/2000,2000,4,24,0,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,18.9,34.1,27.2,0.2,13.3,39,1002.6,10.7,15,,15.200000000000003,0,0,light,windy
4/25/2000,2000,4,25,1,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,19.7,36.2,28.4,0,16.6,26,999,4.1,23,,16.500000000000004,0,0,none,windy
4/26/2000,2000,4,26,2,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,17.3,36.2,27.9,0,10.2,22,999.9,1.6,12,,18.900000000000002,0,0,none,windy
4/27/2000,2000,4,27,3,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,18.5,34.6,27.1,1.1,17.6,26,1002.2,3.9,30,,16.1,0,0,light,windy
4/28/2000,2000,4,28,4,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,17.8,33.1,26.2,0,11.3,26,1002.3,3.4,18,,15.3,0,0,none,windy
4/29/2000,2000,4,29,5,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,17.8,33.7,26,0,13.5,23,1004,1.8,7,,15.900000000000002,0,0,none,windy
4/30/2000,2000,4,30,6,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,17.8,35.2,27,0,13,23,1005.9,2,12,,17.400000000000002,0,0,none,windy
5/1/2000,2000,5,1,0,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,18.8,36.6,28.6,0,17.4,18,1003.8,0,18,,17.8,0,0,none,windy
5/2/2000,2000,5,2,1,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,18.9,39.4,30,0,15.8,19,1002.2,1.6,24,,20.5,0,0,none,windy
5/3/2000,2000,5,3,2,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,20.8,40.5,31.7,0,11.1,23,1003.5,6,94,,19.7,0,0,none,windy
5/4/2000,2000,5,4,3,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,25.3,39,31.3,2.2,17.8,27,1004.2,9.1,90,,13.7,0,0,light,windy
5/5/2000,2000,5,5,4,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,23.4,37,30.1,0,10.7,34,1006.1,10.7,48,,13.600000000000001,0,0,none,windy
5/6/2000,2000,5,6,5,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,24.3,34.8,29.2,0.4,15.8,35,1006.3,11.4,20,,10.499999999999996,0,0,light,windy
5/7/2000,2000,5,7,6,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,23.2,35.2,29,0,13.5,41,1007.4,13.9,5,,12.000000000000004,0,0,none,windy
5/8/2000,2000,5,8,0,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,24.2,35.6,29.9,0,14.7,41,1006.4,14.8,10,,11.400000000000002,0,0,none,windy
5/9/2000,2000,5,9,1,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,25.7,37.7,31.6,0,12,39,1005.1,15.2,7,,12.000000000000004,0,0,none,windy
5/10/2000,2000,5,10,2,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,25.5,39.1,32.6,0,16.2,39,1002.9,16,8,,13.600000000000001,0,0,none,windy
5/11/2000,2000,5,11,3,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,28.1,39.6,33.6,0.4,12.7,36,1000.9,15.7,36,,11.5,0,0,light,windy
5/12/2000,2000,5,12,4,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,26.3,40,31.5,2.2,26.2,44,1000.9,16.9,35,,13.7,0,0,light,windy
5/13/2000,2000,5,13,5,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,25.2,34,28.8,1.3,13.7,59,1004.7,19.7,59,,8.8,0,0,light,windy
5/14/2000,2000,5,14,6,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,22.2,35.6,28.9,2.6,11.8,55,1002.6,18,30,,13.400000000000002,0,0,moderate,windy
5/15/2000,2000,5,15,0,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,22.6,36.7,29.4,1.8,14.8,50,1000.5,16.7,38,,14.100000000000001,0,0,light,windy
5/16/2000,2000,5,16,1,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,21.9,36.7,29.8,0.3,11.3,50,1000.7,16.9,29,,14.800000000000004,0,0,light,windy
5/17/2000,2000,5,17,2,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,22.4,38.4,31,0.1,13.3,38,997.8,13.3,41,,16,0,0,light,windy
5/18/2000,2000,5,18,3,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,22.8,39.1,30.5,0,16.3,36,997,12.6,60,,16.3,0,0,none,windy
5/19/2000,2000,5,19,4,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,22.4,37.7,30.9,2.1,9,33,997.1,11.6,28,,15.300000000000004,0,0,light,windy
5/20/2000,2000,5,20,5,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,21.7,39.4,31.4,0,11.9,34,997.6,11.3,2,,17.7,0,0,none,windy
5/21/2000,2000,5,21,6,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,22.2,41.4,32.6,0.1,17.7,26,996.8,8.8,11,,19.2,0,0,light,windy
5/22/2000,2000,5,22,0,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,22.6,40.8,32.3,2.9,20.7,29,996.5,11.4,11,,18.199999999999996,0,0,moderate,windy
5/23/2000,2000,5,23,1,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,26.3,36.3,31.5,0.7,20.2,37,999.5,14.7,23,,9.999999999999996,0,0,light,windy
5/24/2000,2000,5,24,2,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,24.2,37.2,31.5,0.2,7.6,36,998.3,13.7,7,,13.000000000000004,0,0,light,windy
5/25/2000,2000,5,25,3,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,23.9,39.1,32.1,0.2,13.7,28,995.5,9.2,4,,15.200000000000003,0,0,light,windy
5/26/2000,2000,5,26,4,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,21.9,39.3,31.2,0,12.1,24,994.3,6.6,0,,17.4,0,0,none,windy
5/27/2000,2000,5,27,5,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,22.3,40,32.1,0.3,15.9,26,996.5,8.6,12,,17.7,0,0,light,windy
5/28/2000,2000,5,28,6,1,Spring,Islamabad,Punjab,33.6844,73.0479,540,24.8,40.1,33.2,0,10.8,28,998.7,11.4,21,,15.3,0,0,none,windy
5/29/2000,2000,5,29,0,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,25.3,40.7,31.8,2.8,17.4,36,998.9,13.9,60,,15.400000000000002,0,0,moderate,windy
5/30/2000,2000,5,30,1,0,Spring,Islamabad,Punjab,33.6844,73.0479,540,25.7,37.2,31.2,4.1,26.9,40,1000.7,15.4,71,,11.500000000000004,0,0,moderate,windy
